Author Id,F1 score
0,0.6341463414634146
1,0.75
2,0.6666666666666667
3,0.6153846153846154
4,0.9
5,0.8333333333333334
6,0.45
7,0.6976744186046512
8,0.5555555555555556
9,0.8571428571428571
10,0.8055555555555555
11,0.8
12,0.6969696969696969
13,0.6
14,0.6956521739130435
15,0.7037037037037038
16,0.8749999999999999
17,0.6666666666666666
18,0.46153846153846156
19,0.7058823529411765
20,0.5555555555555556
21,0.6666666666666666
22,0.5714285714285714
23,0.631578947368421
24,0.6060606060606061
25,0.7419354838709677
26,0.711864406779661
27,0.7777777777777778
28,0.3703703703703703
29,0.7200000000000001
30,0.8823529411764706
31,0.7999999999999999
32,0.6818181818181819
33,0.9565217391304348
34,0.5454545454545455
35,0.7741935483870968
36,0.75
37,0.7441860465116279
38,0.8421052631578947
39,0.8
40,0.8333333333333334
41,0.6923076923076923
42,0.5925925925925927
43,0.8125000000000001
44,0.7692307692307692
45,0.8461538461538461
46,0.88
47,0.9599999999999999
48,0.5
49,0.4761904761904762
50,0.7924528301886792
51,0.18181818181818182
52,0.6666666666666665
53,0.7567567567567567
54,0.6
55,0.8571428571428572
56,0.7826086956521738
57,0.7906976744186046
58,0.6153846153846154
59,0.6666666666666666
60,0.7499999999999999
61,0.75
62,0.27586206896551724
63,0.8148148148148148
64,0.7407407407407406
65,0.5882352941176471
66,0.7027027027027027
67,0.7234042553191489
68,0.8421052631578948
69,0.7058823529411765
70,0.8695652173913044
71,0.28571428571428575
72,0.7741935483870968
73,0.6875000000000001
74,0.6285714285714286
75,0.8292682926829269
76,0.8484848484848485
77,0.6956521739130435
78,0.875
79,0.9090909090909091
80,0.5
81,0.27272727272727276
82,0.7333333333333334
83,0.6666666666666666
84,0.8372093023255814
85,0.8750000000000001
86,0.5454545454545454
87,0.6451612903225806
88,0.8750000000000001
89,0.7692307692307693
90,0.9230769230769231
91,0.7826086956521738
92,0.7407407407407406
93,0.7499999999999999
94,0.7826086956521738
95,0.761904761904762
96,0.9
97,0.8484848484848485
98,0.7857142857142857
99,0.26666666666666666
average,70.73162370040696
